YEAR,MONTH,BENE_GEO_LVL,BENE_STATE_ABRVTN,BENE_STATE_DESC,BENE_COUNTY_DESC,BENE_FIPS_CD,TOT_BENES,ORGNL_MDCR_BENES,MA_AND_OTH_BENES,AGED_TOT_BENES,AGED_ESRD_BENES,AGED_NO_ESRD_BENES,DSBLD_TOT_BENES,DSBLD_ESRD_AND_ESRD_ONLY_BENES,DSBLD_NO_ESRD_BENES,MALE_TOT_BENES,FEMALE_TOT_BENES,WHITE_TOT_BENES,BLACK_TOT_BENES,API_TOT_BENES,HSPNC_TOT_BENES,NATIND_TOT_BENES,OTHR_TOT_BENES,AGE_LT_25_BENES,AGE_25_TO_44_BENES,AGE_45_TO_64_BENES,AGE_65_TO_69_BENES,AGE_70_TO_74_BENES,AGE_75_TO_79_BENES,AGE_80_TO_84_BENES,AGE_85_TO_89_BENES,AGE_90_TO_94_BENES,AGE_GT_94_BENES,DUAL_TOT_BENES,FULL_DUAL_TOT_BENES,PART_DUAL_TOT_BENES,NODUAL_TOT_BENES,QMB_ONLY_BENES,QMB_PLUS_BENES,SLMB_ONLY_BENES,SLMB_PLUS_BENES,QDWI_QI_BENES,OTHR_FULL_DUAL_MDCD_BENES,A_B_TOT_BENES,A_B_ORGNL_MDCR_BENES,A_B_MA_AND_OTH_BENES,A_TOT_BENES,A_ORGNL_MDCR_BENES,A_MA_AND_OTH_BENES,B_TOT_BENES,B_ORGNL_MDCR_BENES,B_MA_AND_OTH_BENES,PRSCRPTN_DRUG_TOT_BENES,PRSCRPTN_DRUG_PDP_BENES,PRSCRPTN_DRUG_MAPD_BENES,PRSCRPTN_DRUG_DEEMED_ELIGIBLE_FULL_LIS_BENES,PRSCRPTN_DRUG_FULL_LIS_BENES,PRSCRPTN_DRUG_PARTIAL_LIS_BENES,PRSCRPTN_DRUG_NO_LIS_BENES
2019,Year,State,OK,Oklahoma,Total,40,"738,839","577,099","161,740","615,456","3,188","612,268","123,384","3,416","119,968","338,700","400,140","598,417","47,311","7,369","18,768","56,780","10,195","1,443","24,606","97,335","185,745","165,824","116,138","75,229","44,895","20,526","7,098","117,612","94,663","22,948","621,228",705,"75,511","14,100","6,672","8,144","12,481","672,642","511,034","161,608","738,428","576,732","161,696","673,054","511,401","161,653","499,050","358,062","140,988","124,427","17,524","5,940","351,158"
2019,Year,State,OR,Oregon,Total,41,"863,644","470,219","393,425","759,117","2,835","756,282","104,527","2,327","102,200","404,579","459,065","771,075","11,079","20,940","29,467","6,577","24,506","1,304","22,020","81,202","234,704","212,933","139,945","84,685","50,454","26,198","10,198","139,057","81,317","57,740","724,587","28,080","54,161","18,023","6,205","11,636","20,951","792,737","399,527","393,210","862,855","469,475","393,379","793,526","400,270","393,256","647,943","275,672","372,272","145,921","8,405","5,136","488,481"
2019,Year,State,PA,Pennsylvania,Total,42,"2,732,796","1,567,845","1,164,951","2,342,524","12,075","2,330,449","390,272","8,646","381,626","1,233,764","1,499,032","2,317,290","232,245","41,449","78,922",728,"62,162","4,148","76,237","309,887","685,585","611,475","422,797","287,560","190,851","104,513","39,743","465,935","376,460","89,475","2,266,861","7,218","288,418","50,723","19,987","31,534","68,056","2,495,295","1,331,136","1,164,159","2,725,157","1,560,334","1,164,823","2,502,933","1,338,647","1,164,286","2,131,322","1,128,760","1,002,562","485,160","40,552","23,370","1,582,241"
2019,Year,State,RI,"Rhode Island",Total,44,"220,546","120,094","100,452","185,447",680,"184,767","35,099",540,"34,558","98,652","121,894","184,399","7,896","3,189","16,477",307,"8,278",427,"7,274","27,398","54,682","48,682","33,095","21,670","14,883","8,835","3,600","44,311","36,620","7,692","176,234","1,976","24,578","3,684",26,"2,032","12,016","194,398","94,029","100,369","218,492","118,061","100,431","196,452","96,062","100,389","170,563","74,385","96,178","46,384","3,561","1,715","118,903"
2019,Year,State,SC,"South Carolina",Total,45,"1,075,117","752,447","322,670","907,025","5,964","901,061","168,092","5,952","162,139","487,107","588,010","785,598","248,699","7,745","13,681",765,"18,630","1,381","27,736","138,975","277,702","261,347","173,015","101,878","57,395","25,782","9,907","168,042","137,321","30,721","907,075",916,"115,099","17,532",143,"12,273","22,079","1,003,980","681,616","322,364","1,070,235","747,662","322,573","1,008,862","686,401","322,461","788,745","489,416","299,329","172,489","35,330","10,627","570,299"
2019,Year,State,SD,"South Dakota",Total,46,"175,578","138,161","37,418","156,829",617,"156,211","18,749",567,"18,182","83,503","92,075","161,186",878,758,"1,398","7,867","3,491",301,"4,392","14,057","48,998","41,124","27,302","18,280","12,134","6,470","2,520","20,974","12,679","8,295","154,604","4,538","8,992","2,409","1,091","1,348","2,596","161,455","124,052","37,403","175,505","138,093","37,412","161,527","124,120","37,408","122,380","107,617","14,762","21,736","1,868",899,"97,877"
2019,Year,State,TN,Tennessee,Total,47,"1,356,704","812,676","544,027","1,118,483","6,311","1,112,172","238,221","6,264","231,957","616,117","740,586","1,136,468","174,412","9,992","14,003",844,"20,985","2,226","41,219","194,776","342,193","312,633","211,514","131,239","74,992","33,948","11,964","270,356","144,691","125,665","1,086,348","68,838","79,060","56,386","11,880",441,"53,751","1,258,905","715,394","543,510","1,354,296","810,411","543,886","1,261,312","717,660","543,652","1,029,927","516,200","513,727","276,161","29,664","15,250","708,851"
2019,Year,State,TX,Texas,Total,48,"4,158,826","2,493,502","1,665,325","3,595,776","26,979","3,568,797","563,051","29,981","533,070","1,912,092","2,246,734","2,562,578","464,189","121,626","934,894","6,539","69,001","6,472","119,177","437,402","1,126,208","994,290","659,828","413,803","246,563","114,283","40,801","712,180","378,578","333,602","3,446,646","199,648","307,866","91,549","15,168","42,406","55,544","3,783,701","2,125,425","1,658,277","4,148,078","2,488,632","1,659,447","3,794,449","2,130,295","1,664,155","3,040,025","1,682,300","1,357,725","751,119","136,508","35,761","2,116,637"
2019,Year,State,UT,Utah,Total,49,"400,956","250,918","150,038","353,105","1,156","351,949","47,851","1,336","46,515","188,812","212,144","356,328","2,583","7,981","21,753","2,426","9,884",716,"12,617","34,518","108,619","95,728","66,040","42,418","25,280","11,489","3,530","38,573","31,987","6,586","362,383",959,"20,288","3,463","3,102","2,165","8,597","359,925","210,016","149,909","397,997","247,980","150,017","362,884","212,954","149,930","284,273","140,289","143,983","42,441","6,421","2,244","233,167"
2019,Year,State,VT,Vermont,Total,50,"147,220","129,423","17,797","125,583",306,"125,277","21,637",191,"21,446","69,359","77,861","138,024",709,881,"1,012",70,"6,525",354,"5,327","15,956","38,871","34,761","23,063","13,924","8,748","4,524","1,691","27,550","19,725","7,824","119,670","2,224","13,903","3,008","2,511","2,592","3,312","134,432","116,646","17,785","147,132","129,341","17,791","134,520","116,728","17,791","109,688","94,281","15,407","29,178","1,189","1,363","77,958"
2019,Year,State,VA,Virginia,Total,51,"1,509,503","1,176,609","332,894","1,307,251","7,851","1,299,400","202,252","6,816","195,436","682,799","826,704","1,107,590","271,035","50,528","37,659",729,"41,962","2,290","39,969","159,993","390,819","360,054","245,697","154,671","92,873","45,670","17,466","195,082","129,353","65,729","1,314,421","30,030","92,918","23,020","7,701","12,679","28,733","1,355,658","1,022,989","332,669","1,504,289","1,171,477","332,812","1,360,872","1,028,121","332,751","978,170","690,662","287,508","208,078","37,832","10,991","721,269"
2019,Year,State,WA,Washington,Total,53,"1,362,042","898,548","463,494","1,192,243","4,659","1,187,583","169,800","4,018","165,782","635,364","726,679","1,140,983","37,323","71,600","52,451","13,121","46,565","1,946","36,662","131,191","370,127","332,774","219,125","133,266","80,081","40,889","15,981","194,383","132,711","61,672","1,167,659","32,675","123,515","18,866","1,216","10,131","7,980","1,235,552","772,321","463,231","1,360,237","896,804","463,433","1,237,357","774,064","463,292","895,521","483,580","411,941","211,349","15,595","7,227","661,350"
2019,Year,State,WV,"West Virginia",Total,54,"438,635","289,831","148,804","353,601","1,736","351,865","85,034","1,296","83,738","209,649","228,986","417,302","12,309","1,462","2,186",130,"5,246",757,"14,298","69,980","108,980","98,017","63,927","42,359","24,365","11,853","4,100","82,720","45,351","37,369","355,915","20,753","6,005","10,692","1,866","5,924","37,480","409,181","260,456","148,725","438,427","289,655","148,772","409,389","260,633","148,756","310,182","190,614","119,568","88,789","11,914","4,684","204,795"
2019,Year,State,WI,Wisconsin,Total,55,"1,171,943","661,491","510,453","1,014,602","4,299","1,010,303","157,342","3,683","153,659","543,466","628,478","1,042,778","52,042","11,336","23,525","7,140","35,123","2,176","34,670","120,496","310,060","266,296","181,115","122,438","78,570","41,255","14,868","171,240","148,731","22,509","1,000,704","9,664","81,586","7,806","16,061","5,039","51,085","1,094,184","583,966","510,218","1,171,628","661,201","510,426","1,094,500","584,256","510,244","857,939","458,640","399,300","178,324","10,328","3,922","665,364"
2019,Year,State,WY,Wyoming,Total,56,"109,983","105,040","4,944","97,047",271,"96,776","12,936",250,"12,686","53,901","56,082","99,964",657,467,"4,685","1,474","2,735",144,"2,801","9,991","31,834","26,486","17,326","10,918","6,322","3,092","1,068","10,796","7,572","3,225","99,187","2,170","2,641","1,006",743,49,"4,187","100,949","96,025","4,924","109,851","104,920","4,931","101,081","96,145","4,936","70,903","67,758","3,145","12,151","1,390",587,"56,775"
2019,Year,State,AS,"American Samoa",Total,60,"4,569","4,354",216,"3,388",64,"3,325","1,181",101,"1,080","2,307","2,262",442,30,"3,432",97,*,*,*,*,"1,023","1,138",931,562,362,156,90,149,218,185,33,"4,352",*,153,*,*,*,*,"2,613","2,397",216,"4,569","4,354",216,"2,613","2,397",216,414,200,215,175,*,*,224
2019,Year,State,GU,Guam,Total,66,"17,349","17,256",93,"15,436",258,"15,178","1,913",476,"1,437","8,505","8,843","1,397",107,"8,550","5,006",*,*,25,370,"1,518","5,067","4,311","2,587","1,863",918,402,287,82,61,*,"17,266",*,*,*,0,*,*,"11,535","11,442",93,"17,119","17,026",93,"11,765","11,672",93,"2,919","2,829",90,101,*,*,"2,799"
2019,Year,State,MP,"Northern Mariana Islands",Total,69,"2,492",*,*,"2,086",56,"2,030",406,129,278,"1,338","1,154",231,17,"1,257",722,0,266,*,*,307,831,646,279,192,93,19,25,12,*,*,"2,480",*,*,*,0,*,*,"1,862",*,*,"2,456",*,*,"1,899",*,*,385,*,*,38,0,0,348
2019,Year,State,PR,"Puerto Rico",Total,72,"749,870","160,874","588,996","597,907","3,774","594,132","151,963","2,704","149,259","348,950","400,920","2,141",129,26,"747,457",20,98,"1,071","18,760","132,133","156,217","159,311","117,940","81,148","46,316","20,673","16,302","8,025","4,166","3,858","741,845","2,505","3,159",873,57,480,950,"641,331","52,511","588,821","749,592","160,603","588,989","641,609","52,781","588,828","605,022","17,815","587,207","14,554","2,651",364,"587,454"
2019,Year,State,VI,"Virgin Islands",Total,78,"19,917","19,477",440,"18,355",162,"18,193","1,562",85,"1,478","9,316","10,601","2,959","14,178",187,"2,013",14,568,13,315,"1,235","4,882","5,466","4,032","2,250","1,112",375,239,371,184,187,"19,547",125,110,*,*,*,*,"17,989","17,549",440,"19,776","19,335",440,"18,131","17,690",440,"11,854","11,451",403,363,*,*,"11,466"
2019,Year,State,UK,Unknown,Unknown,99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,Year,State,FO,"Foreign and Other Outlying Areas",Total,"     ","476,942","473,433","3,509","462,442",45,"462,397","14,501",22,"14,479","221,633","255,309","264,523","14,012","52,961","121,755",909,"22,783",175,"2,829","11,496","96,128","113,151","91,567","70,889","46,791","27,060","16,855","3,051","2,045","1,006","473,891",700,"1,514",195,13,112,517,"46,774","43,319","3,455","476,735","473,227","3,508","46,981","43,525","3,456","8,934","5,777","3,157","2,490",761,54,"5,629"
2020,Year,State,AL,Alabama,Total,01,"1,062,553","576,678","485,875","850,743","5,464","845,279","211,809","5,562","206,247","477,768","584,785","783,642","250,816","6,015","8,806",909,"12,366","1,888","37,701","172,220","260,254","238,364","158,011","101,806","57,805","25,794","8,710","215,804","85,035","130,768","846,749","72,659","66,158","36,703","4,083","21,407","14,794","983,748","497,957","485,791","1,056,346","570,538","485,808","989,954","504,096","485,858","784,111","322,215","461,896","219,376","33,032","10,019","521,684"
2020,Year,State,AK,Alaska,Total,02,"104,458","102,628","1,830","92,411",348,"92,063","12,047",385,"11,662","53,032","51,426","76,745","2,731","4,409","3,001","13,369","4,204",200,"3,094","8,754","33,418","27,128","16,132","8,620","4,476","1,965",673,"18,887","17,616","1,271","85,572",120,"11,855",567,*,584,*,"91,678","89,849","1,829","104,071","102,242","1,829","92,066","90,235","1,830","66,925","66,047",879,"20,085",910,193,"45,738"
2020,Year,State,AZ,Arizona,Total,04,"1,370,052","787,986","582,065","1,221,592","5,937","1,215,654","148,460","5,041","143,419","637,978","732,074","1,055,428","44,834","24,769","178,888","32,581","33,552","1,523","28,475","118,462","350,524","349,707","239,578","148,302","82,158","38,154","13,168","234,041","176,686","57,355","1,136,010","6,774","138,328","31,234","2,585","19,348","35,772","1,255,214","673,351","581,863","1,359,818","777,933","581,885","1,265,448","683,405","582,043","1,033,923","481,764","552,160","241,233","12,663","6,934","773,094"
2020,Year,State,AR,Arkansas,Total,05,"646,902","453,927","192,975","517,828","2,749","515,079","129,074","2,877","126,197","297,238","349,664","537,998","83,605","4,250","11,062","2,451","7,537","1,375","24,864","102,835","153,644","143,684","99,034","63,390","36,298","16,179","5,598","135,994","69,307","66,687","510,908","32,389","51,115","22,040",142,"12,259","18,050","599,569","406,631","192,938","645,475","452,530","192,945","600,995","408,028","192,967","470,080","291,492","178,588","138,926","16,595","6,343","308,217"
2020,Year,State,CA,California,Total,06,"6,411,023","3,503,816","2,907,207","5,778,478","40,145","5,738,333","632,545","27,970","604,575","2,945,377","3,465,646","3,543,202","401,019","810,725","1,403,481","19,922","232,675","6,495","126,403","499,648","1,699,260","1,572,513","1,054,325","698,209","432,339","227,161","94,672","1,488,721","1,439,931","48,791","4,922,302","17,467","1,303,011","7,255",354,"24,069","136,566","5,714,799","2,811,798","2,903,001","6,281,241","3,378,047","2,903,194","5,844,582","2,937,568","2,907,014","5,121,503","2,318,049","2,803,455","1,557,462","80,285","24,023","3,459,734"
2020,Year,State,CO,Colorado,Total,08,"938,937","527,882","411,054","844,886","2,913","841,973","94,051","2,423","91,628","437,454","501,483","760,663","30,175","17,665","97,929","2,465","30,040",796,"19,825","73,430","267,037","242,541","151,257","92,518","54,879","27,141","9,513","122,087","83,790","38,297","816,850","22,361","34,220","10,099","7,978","5,837","41,593","848,244","440,755","407,489","927,377","519,837","407,540","859,803","448,800","411,003","700,999","354,468","346,531","133,597","12,295","5,577","549,530"
2020,Year,State,CT,Connecticut,Total,09,"692,016","382,142","309,874","613,788","2,794","610,994","78,229","2,023","76,205","310,526","381,490","545,443","52,316","14,468","49,893",485,"29,410","1,069","15,997","61,162","174,256","161,021","114,742","74,460","49,253","28,353","11,702","184,442","69,140","115,302","507,574","102,792","60,277","8,764","1,007","3,746","7,856","623,013","313,176","309,837","689,961","380,115","309,846","625,068","315,203","309,865","553,526","281,325","272,202","186,214","2,021",402,"364,889"
2020,Year,State,DE,Delaware,Total,10,"215,721","174,828","40,893","189,627","1,077","188,550","26,094",869,"25,226","97,530","118,191","163,303","36,256","3,790","5,895",96,"6,381",265,"4,545","21,285","56,853","54,110","36,312","21,745","12,546","5,938","2,123","31,943","15,449","16,495","183,778","8,739","7,017","4,836",36,"2,919","8,396","199,232","158,355","40,877","214,916","174,038","40,878","200,037","159,145","40,892","163,244","131,601","31,643","32,557","2,507","1,258","126,923"
2020,Year,State,DC,"District of Columbia",Total,11,"94,124","73,302","20,822","80,327","1,008","79,319","13,797",826,"12,971","40,540","53,583","26,358","58,648","1,711","4,148",28,"3,230",149,"3,265","10,382","22,945","21,729","14,753","9,501","5,789","3,374","2,235","33,864","22,873","10,991","60,260","10,913","17,692",49,12,29,"5,169","77,436","56,652","20,784","92,792","72,008","20,784","78,767","57,946","20,821","58,498","38,464","20,035","35,217",902,112,"22,268"
2020,Year,State,FL,Florida,Total,12,"4,680,082","2,411,819","2,268,263","4,155,371","20,382","4,134,989","524,710","15,778","508,933","2,146,567","2,533,514","3,299,833","483,493","75,241","700,013","3,342","118,160","5,271","92,147","427,292","1,147,824","1,139,362","814,769","529,065","311,382","155,715","57,256","879,215","417,963","461,252","3,800,867","270,846","331,021","120,076","18,653","70,330","68,289","4,382,440","2,114,849","2,267,591","4,673,963","2,406,290","2,267,673","4,388,558","2,120,377","2,268,181","3,646,650","1,503,349","2,143,301","896,197","68,987","27,278","2,654,189"
2020,Year,State,GA,Georgia,Total,13,"1,773,125","1,012,061","761,064","1,499,777","11,504","1,488,273","273,349","12,630","260,719","790,672","982,453","1,169,799","485,755","40,007","41,096",902,"35,565","2,766","49,625","220,959","465,937","431,244","280,118","170,668","94,322","42,403","15,085","350,672","149,364","201,308","1,422,454","109,084","27,307","57,324","7,204","34,900","114,853","1,624,725","864,455","760,271","1,754,039","993,741","760,298","1,643,811","882,775","761,036","1,323,652","599,132","724,520","366,218","45,232","13,136","899,065"
2020,Year,State,HI,Hawaii,Total,15,"281,162","148,115","133,047","259,823","2,303","257,520","21,339","1,808","19,531","131,290","149,872","84,181","2,974","138,165","19,792",259,"35,792",203,"4,280","16,857","74,953","71,113","47,383","28,908","19,741","12,295","5,429","43,102","36,736","6,366","238,060",610,"30,010","3,823",523,"1,933","6,203","242,716","109,727","132,990","280,785","147,787","132,998","243,093","110,054","133,039","200,857","72,668","128,188","44,982","4,159","1,162","150,553"
2020,Year,State,ID,Idaho,Total,16,"349,164","219,565","129,599","305,985",974,"305,011","43,179",845,"42,334","167,425","181,738","319,943","1,061","2,961","14,345","2,552","8,301",714,"9,966","32,498","93,941","86,662","57,614","35,554","19,825","9,267","3,122","49,788","28,786","21,003","299,376","10,710","19,870","6,653","2,822","3,640","6,093","324,409","194,835","129,573","349,012","219,434","129,578","324,560","194,966","129,594","251,234","132,909","118,325","51,481","3,404","1,782","194,567"
2020,Year,State,IL,Illinois,Total,17,"2,265,787","1,582,528","683,259","1,993,905","12,487","1,981,418","271,882","9,500","262,382","1,021,281","1,244,506","1,669,232","295,567","71,716","167,354",892,"61,026","3,370","56,163","212,349","590,091","535,943","362,455","243,363","150,403","79,643","32,008","382,781","330,368","52,413","1,883,006","15,556","189,926","21,999","28,398","14,858","112,044","2,050,083","1,366,916","683,167","2,246,533","1,563,329","683,205","2,069,336","1,386,115","683,221","1,713,456","1,097,805","615,652","407,937","35,316","11,981","1,258,222"
2020,Year,State,IN,Indiana,Total,18,"1,283,936","823,530","460,405","1,089,967","5,765","1,084,203","193,968","5,007","188,961","582,319","701,617","1,121,729","96,298","9,506","26,560",584,"29,260","2,218","37,068","154,682","331,487","298,865","197,908","130,733","77,240","39,660","14,075","220,122","146,635","73,487","1,063,813","59,424","116,271","9,568","5,715","4,495","24,650","1,191,026","730,727","460,299","1,282,011","821,700","460,311","1,192,951","732,558","460,394","1,005,212","609,371","395,841","222,719","20,916","5,192","756,385"
2020,Year,State,IA,Iowa,Total,19,"637,374","477,382","159,991","562,309","1,910","560,399","75,064","1,585","73,479","294,017","343,356","595,915","12,111","5,011","9,611",795,"13,930","1,125","16,685","57,255","166,417","148,769","98,690","70,213","45,217","23,806","9,198","86,827","67,010","19,817","550,547","9,900","38,255","6,187","8,183","3,730","20,572","593,774","433,799","159,975","637,130","477,150","159,980","594,017","434,031","159,986","504,889","375,719","129,170","88,968","6,713","3,085","406,123"
2020,Year,State,KS,Kansas,Total,20,"546,404","429,855","116,549","477,813","2,051","475,762","68,591","1,823","66,768","251,087","295,317","477,883","26,688","6,955","20,315","2,824","11,739","1,006","14,918","52,668","144,181","128,558","84,909","56,716","36,767","19,315","7,368","67,380","39,956","27,424","479,024","15,065","24,365","8,039","3,859","4,320","11,733","501,602","385,085","116,517","545,588","429,068","116,520","502,418","385,873","116,545","401,063","297,582","103,481","70,353","9,009","3,560","318,141"
2020,Year,State,KY,Kentucky,Total,21,"943,225","578,890","364,335","755,308","3,783","751,524","187,918","3,126","184,792","437,316","505,910","856,927","59,497","4,930","7,059",347,"14,465","1,947","32,272","153,698","235,386","212,702","138,008","88,273","49,982","23,029","7,927","185,226","103,304","81,923","757,999","48,402","67,654","22,366","4,360","11,155","31,289","869,977","507,824","362,153","931,109","568,943","362,166","882,094","517,771","364,322","734,092","434,988","299,104","197,257","32,913","9,607","494,315"
2020,Year,State,LA,Louisiana,Total,22,"884,235","512,964","371,271","726,611","5,484","721,127","157,623","5,568","152,055","405,870","478,364","584,219","252,546","8,780","22,464",843,"15,383","1,832","32,112","123,679","229,754","202,283","130,661","83,657","48,568","23,078","8,610","227,015","130,859","96,156","657,220","46,875","105,264","30,446","6,643","18,835","18,952","820,543","449,329","371,214","882,802","511,568","371,234","821,976","450,725","371,251","685,541","327,427","358,113","235,626","14,330","6,029","429,556"
2020,Year,State,ME,Maine,Total,23,"347,589","202,657","144,931","292,500",818,"291,682","55,089",618,"54,471","163,405","184,184","330,011","1,606","1,874","2,054",887,"11,157",862,"12,092","42,135","88,289","82,656","53,556","33,570","20,694","10,125","3,610","87,895","53,114","34,781","259,693","26,734","45,515","6,312",548,"1,735","7,051","320,354","175,813","144,541","345,660","201,113","144,547","322,282","177,358","144,925","262,444","126,573","135,871","91,712","1,500",427,"168,805"
2020,Year,State,MD,Maryland,Total,24,"1,058,214","920,087","138,127","934,475","6,324","928,151","123,739","5,036","118,703","467,780","590,435","658,244","285,682","44,748","32,192",572,"36,777","1,408","26,943","95,389","277,163","257,381","173,666","110,693","66,891","34,522","14,159","152,699","87,648","65,052","905,515","37,042","77,454","17,475",132,"10,535","10,062","914,170","776,120","138,050","1,056,313","918,257","138,056","916,071","777,950","138,121","662,775","548,280","114,495","160,580","20,334","6,740","475,121"
2020,Year,State,MA,Massachusetts,Total,25,"1,352,778","989,445","363,334","1,160,357","4,513","1,155,844","192,422","2,842","189,580","607,180","745,598","1,097,932","64,721","43,136","87,952",765,"58,271","2,672","44,293","145,457","336,455","315,913","212,108","137,171","89,847","49,078","19,786","318,573","288,096","30,478","1,034,205","16,096","219,170","9,220","10,603","5,161","58,322","1,214,175","850,901","363,275","1,351,212","987,902","363,311","1,215,741","852,444","363,298","1,056,562","723,204","333,358","326,510","8,244","4,046","717,762"
2020,Year,State,MI,Michigan,Total,26,"2,100,395","1,096,662","1,003,733","1,775,075","9,705","1,765,371","325,320","7,661","317,659","962,248","1,138,147","1,719,424","249,678","27,286","40,692","6,243","57,072","4,052","64,237","257,031","542,151","484,711","323,123","207,887","126,741","66,399","24,063","320,484","265,959","54,526","1,779,911","9,909","250,266","27,340","11,269","17,277","4,424","1,968,681","965,109","1,003,572","2,099,408","1,095,783","1,003,626","1,969,668","965,988","1,003,680","1,685,990","1,070,752","615,237","341,078","35,933","13,114","1,295,865"
2020,Year,State,MN,Minnesota,Total,27,"1,046,384","539,950","506,435","928,225","3,213","925,012","118,159","2,625","115,534","485,562","560,822","945,724","30,356","19,723","13,248","7,116","30,218","1,652","28,816","87,691","278,393","248,393","166,779","113,244","70,770","36,787","13,859","139,598","122,788","16,810","906,786","2,646","76,105","9,264","10,424","4,901","36,259","966,172","459,785","506,387","1,045,265","538,855","506,410","967,292","460,880","506,412","819,546","384,069","435,477","147,661","10,312","4,817","656,756"
2020,Year,State,MS,Mississippi,Total,28,"609,788","464,513","145,275","490,235","3,956","486,278","119,553","4,740","114,813","275,677","334,111","401,369","194,096","3,146","4,597",960,"5,620","1,124","21,160","97,268","153,332","137,525","88,706","57,780","32,438","15,031","5,424","163,276","76,298","86,979","446,512","51,809","50,155","22,853",74,"12,317","26,069","572,128","426,876","145,253","609,470","464,213","145,257","572,446","427,176","145,270","448,837","313,936","134,901","164,652","14,142","4,853","265,190"
2020,Year,State,MO,Missouri,Total,29,"1,248,399","748,302","500,098","1,049,506","5,367","1,044,139","198,893","4,872","194,021","570,199","678,201","1,081,750","115,994","10,491","15,959","2,003","22,203","2,488","38,811","157,594","313,114","284,881","195,131","127,615","77,330","37,568","13,867","185,044","147,411","37,633","1,063,355","13,866","92,785","14,934","14,509","8,833","40,117","1,153,834","653,795","500,039","1,246,901","746,841","500,061","1,155,333","655,257","500,076","965,546","521,899","443,648","194,518","27,609","9,232","734,187"
2020,Year,State,MT,Montana,Total,30,"237,732","188,961","48,772","211,237",514,"210,723","26,495",545,"25,951","115,917","121,815","218,947",568,978,"2,987","7,857","6,396",318,"5,631","20,547","66,777","59,349","38,200","24,046","13,774","6,786","2,305","29,429","18,828","10,601","208,303","5,281","11,238","3,380","1,808","1,941","5,782","219,339","170,590","48,750","237,039","188,289","48,750","220,032","171,262","48,771","164,788","120,280","44,509","31,086","3,945","1,605","128,152"
2020,Year,State,NE,Nebraska,Total,31,"353,761","282,547","71,213","313,273","1,119","312,154","40,487","1,096","39,391","162,333","191,428","317,277","11,839","2,995","10,686","1,719","9,244",600,"9,426","30,462","93,934","84,168","54,851","37,811","24,844","12,912","4,754","41,034","36,184","4,850","312,727",335,"26,754","2,641",167,"1,874","9,262","324,662","253,466","71,195","353,416","282,217","71,200","325,006","253,797","71,209","263,180","200,855","62,325","42,726","5,272","1,798","213,383"
2020,Year,State,NV,Nevada,Total,32,"549,383","329,328","220,054","487,083","2,638","484,445","62,300","2,377","59,923","262,607","286,776","382,647","45,352","36,753","63,907","3,321","17,404",524,"11,478","50,297","147,655","142,472","95,106","56,464","29,007","12,291","4,089","74,671","30,683","43,988","474,712","25,957","24,699","11,452","1,479","6,579","4,504","490,792","270,814","219,978","546,749","326,759","219,990","493,426","273,384","220,042","390,335","179,749","210,586","79,454","9,547","3,520","297,814"
2020,Year,State,NH,"New Hampshire",Total,33,"307,565","240,170","67,394","261,999",688,"261,310","45,566",485,"45,081","143,156","164,409","287,671","1,849","2,446","4,114",140,"11,346",780,"11,471","33,316","80,631","73,989","47,934","29,019","18,028","9,039","3,360","34,090","21,457","12,633","273,475","6,680","10,424","3,839","1,788","2,113","9,245","274,891","207,506","67,385","307,433","240,044","67,389","275,022","207,632","67,390","213,140","161,729","51,411","37,031","4,883","1,855","169,372"
2020,Year,State,NJ,"New Jersey",Total,34,"1,637,093","1,109,300","527,793","1,452,260","9,433","1,442,827","184,833","6,229","178,604","727,093","910,000","1,135,720","184,982","87,587","172,819",626,"55,360","2,103","34,523","148,207","418,560","386,907","268,227","178,170","113,890","62,245","24,262","223,577","195,216","28,361","1,413,516",723,"173,003","19,940",156,"7,698","22,058","1,451,688","924,027","527,661","1,622,220","1,094,520","527,700","1,466,562","938,807","527,755","1,236,048","897,902","338,146","228,617","43,564","9,249","954,618"
2020,Year,State,NM,"New Mexico",Total,35,"432,463","262,002","170,460","370,352","1,972","368,380","62,111","1,996","60,115","202,914","229,548","248,397","7,389","4,122","139,106","23,706","9,744",583,"12,943","48,585","112,998","105,660","68,261","43,128","24,864","11,490","3,952","98,198","56,442","41,757","334,264","28,292","11,995","7,838","3,090","5,627","41,357","392,284","221,901","170,383","427,338","256,950","170,388","397,408","226,953","170,455","315,406","153,625","161,780","103,459","5,489","2,459","203,999"
2020,Year,State,NY,"New York",Total,36,"3,672,489","2,069,506","1,602,984","3,192,292","18,803","3,173,490","480,197","12,458","467,739","1,637,039","2,035,450","2,418,977","455,807","214,543","416,027","6,259","160,876","5,217","91,829","383,150","917,109","855,712","579,439","393,327","250,678","136,311","59,716","936,279","782,310","153,969","2,736,210","64,842","497,775","49,961","20,044","39,167","264,492","3,306,560","1,703,786","1,602,773","3,652,800","2,049,920","1,602,880","3,326,248","1,723,371","1,602,877","2,905,927","1,432,792","1,473,135","967,749","54,785","16,866","1,866,527"
